Gene	Gene.name	Tissue	nTPM	brain_2	brain_1
ENSG00000113319	RASGRF2	amygdala	10.4	Brain	Brain
ENSG00000113327	GABRG2	basal ganglia	8.3	Brain	Brain
ENSG00000113328	CCNG1	amygdala	17.7	Brain	Brain
ENSG00000113356	POLR3G	spinal cord	7.6	Brain	Brain
ENSG00000113360	DROSHA	amygdala	5.4	Brain	Brain
ENSG00000113361	CDH6	cerebral cortex	5.4	Brain	Brain
ENSG00000113368	LMNB1	cerebellum	9.6	Brain	Brain
ENSG00000113369	ARRDC3	amygdala	12.1	Brain	Brain
ENSG00000113384	GOLPH3	amygdala	26.7	Brain	Brain
ENSG00000113387	SUB1	amygdala	131.9	Brain	Brain
ENSG00000113391	FAM172A	amygdala	11.8	Brain	Brain
ENSG00000113396	SLC27A6	spinal cord	5.4	Brain	Brain
ENSG00000113407	TARS1	amygdala	6.2	Brain	Brain
ENSG00000113441	LNPEP	cerebellum	11.9	Brain	Brain
ENSG00000113448	PDE4D	cerebral cortex	8.4	Brain	Brain
ENSG00000113456	RAD1	cerebral cortex	5.1	Brain	Brain
ENSG00000113460	BRIX1	amygdala	9.4	Brain	Brain
ENSG00000113494	PRLR	choroid plexus	124.2	Brain	Brain
ENSG00000113504	SLC12A7	amygdala	10.5	Brain	Brain
ENSG00000113522	RAD50	amygdala	5.1	Brain	Brain
ENSG00000113552	GNPDA1	amygdala	18.5	Brain	Brain
ENSG00000113558	SKP1	amygdala	603.3	Brain	Brain
ENSG00000113575	PPP2CA	amygdala	51.1	Brain	Brain
ENSG00000113578	FGF1	amygdala	184	Brain	Brain
ENSG00000113580	NR3C1	amygdala	11.1	Brain	Brain
ENSG00000113583	C5orf15	amygdala	14.1	Brain	Brain
ENSG00000113593	PPWD1	amygdala	9	Brain	Brain
ENSG00000113594	LIFR	amygdala	11.1	Brain	Brain
ENSG00000113595	TRIM23	amygdala	9.4	Brain	Brain
ENSG00000113597	TRAPPC13	amygdala	10.1	Brain	Brain
ENSG00000113615	SEC24A	cerebral cortex	5.5	Brain	Brain
ENSG00000113621	TXNDC15	amygdala	10.2	Brain	Brain
ENSG00000113638	TTC33	amygdala	5.9	Brain	Brain
ENSG00000113643	RARS1	amygdala	8.7	Brain	Brain
ENSG00000113645	WWC1	amygdala	38	Brain	Brain
ENSG00000113648	MACROH2A1	amygdala	51.3	Brain	Brain
ENSG00000113649	TCERG1	amygdala	6.3	Brain	Brain
ENSG00000113657	DPYSL3	amygdala	65.7	Brain	Brain
ENSG00000113658	SMAD5	amygdala	6.8	Brain	Brain
ENSG00000113712	CSNK1A1	amygdala	44.2	Brain	Brain
ENSG00000113716	HMGXB3	amygdala	8.5	Brain	Brain
ENSG00000113719	ERGIC1	amygdala	26.8	Brain	Brain
ENSG00000113721	PDGFRB	amygdala	18.5	Brain	Brain
ENSG00000113732	ATP6V0E1	amygdala	110	Brain	Brain
ENSG00000113734	BNIP1	amygdala	10.5	Brain	Brain
ENSG00000113742	CPEB4	amygdala	14.8	Brain	Brain
ENSG00000113749	HRH2	basal ganglia	15	Brain	Brain
ENSG00000113758	DBN1	amygdala	46.8	Brain	Brain
ENSG00000113761	ZNF346	amygdala	8.2	Brain	Brain
ENSG00000113763	UNC5A	amygdala	19.1	Brain	Brain
ENSG00000113790	EHHADH	choroid plexus	12.7	Brain	Brain
ENSG00000113805	CNTN3	cerebral cortex	7.2	Brain	Brain
ENSG00000113811	SELENOK	amygdala	25.2	Brain	Brain
ENSG00000113812	ACTR8	amygdala	7.6	Brain	Brain
ENSG00000113838	TBCCD1	cerebellum	6.1	Brain	Brain
ENSG00000113845	TIMMDC1	amygdala	10.7	Brain	Brain
ENSG00000113851	CRBN	amygdala	23.6	Brain	Brain
ENSG00000113916	BCL6	amygdala	31	Brain	Brain
ENSG00000113966	ARL6	basal ganglia	6	Brain	Brain
ENSG00000114013	CD86	choroid plexus	9.4	Brain	Brain
ENSG00000114019	AMOTL2	amygdala	15.5	Brain	Brain
ENSG00000114021	NIT2	basal ganglia	5.3	Brain	Brain
ENSG00000114023	FAM162A	amygdala	74.4	Brain	Brain
ENSG00000114026	OGG1	amygdala	13.8	Brain	Brain
ENSG00000114030	KPNA1	amygdala	9.6	Brain	Brain
ENSG00000114054	PCCB	amygdala	22.7	Brain	Brain
ENSG00000114062	UBE3A	amygdala	17.9	Brain	Brain
ENSG00000114098	ARMC8	amygdala	14	Brain	Brain
ENSG00000114107	CEP70	amygdala	12.6	Brain	Brain
ENSG00000114115	RBP1	amygdala	69.4	Brain	Brain
ENSG00000114120	SLC25A36	amygdala	16.9	Brain	Brain
ENSG00000114125	RNF7	amygdala	73.7	Brain	Brain
ENSG00000114126	TFDP2	amygdala	6.3	Brain	Brain
ENSG00000114127	XRN1	cerebellum	7.3	Brain	Brain
ENSG00000114166	KAT2B	amygdala	38.5	Brain	Brain
ENSG00000114200	BCHE	amygdala	15.1	Brain	Brain
ENSG00000114209	PDCD10	amygdala	24.5	Brain	Brain
ENSG00000114268	PFKFB4	cerebellum	6.1	Brain	Brain
ENSG00000114270	COL7A1	cerebellum	13.8	Brain	Brain
ENSG00000114279	FGF12	amygdala	16	Brain	Brain
ENSG00000114302	PRKAR2A	amygdala	5.6	Brain	Brain
ENSG00000114315	HES1	amygdala	21.4	Brain	Brain
ENSG00000114316	USP4	amygdala	20.4	Brain	Brain
ENSG00000114331	ACAP2	amygdala	6	Brain	Brain
ENSG00000114353	GNAI2	amygdala	118.3	Brain	Brain
ENSG00000114354	TFG	amygdala	45.3	Brain	Brain
ENSG00000114374	USP9Y	basal ganglia	5.2	Brain	Brain
ENSG00000114378	HYAL1	choroid plexus	51.9	Brain	Brain
ENSG00000114383	TUSC2	amygdala	48.3	Brain	Brain
ENSG00000114388	NPRL2	amygdala	6.1	Brain	Brain
ENSG00000114391	RPL24	amygdala	1059.1	Brain	Brain
ENSG00000114395	CYB561D2	amygdala	8.1	Brain	Brain
ENSG00000114405	C3orf14	amygdala	64.4	Brain	Brain
ENSG00000114416	FXR1	amygdala	36.6	Brain	Brain
ENSG00000114423	CBLB	cerebellum	8.7	Brain	Brain
ENSG00000114439	BBX	amygdala	9.4	Brain	Brain
ENSG00000114446	IFT57	amygdala	7.7	Brain	Brain
ENSG00000114450	GNB4	amygdala	6.4	Brain	Brain
ENSG00000114473	IQCG	amygdala	10.1	Brain	Brain
ENSG00000114480	GBE1	basal ganglia	5.1	Brain	Brain
ENSG00000114503	NCBP2	amygdala	44.4	Brain	Brain
ENSG00000114520	SNX4	amygdala	15.3	Brain	Brain
ENSG00000114541	FRMD4B	amygdala	8.6	Brain	Brain
ENSG00000114544	SLC41A3	amygdala	47.2	Brain	Brain
ENSG00000114554	PLXNA1	amygdala	11.6	Brain	Brain
ENSG00000114573	ATP6V1A	amygdala	33.1	Brain	Brain
ENSG00000114626	ABTB1	amygdala	21.9	Brain	Brain
ENSG00000114631	PODXL2	amygdala	51.3	Brain	Brain
ENSG00000114646	CSPG5	amygdala	103.4	Brain	Brain
ENSG00000114648	KLHL18	basal ganglia	5.6	Brain	Brain
ENSG00000114650	SCAP	basal ganglia	5.1	Brain	Brain
ENSG00000114670	NEK11	amygdala	6.8	Brain	Brain
ENSG00000114686	MRPL3	amygdala	28.7	Brain	Brain
ENSG00000114698	PLSCR4	amygdala	22.3	Brain	Brain
ENSG00000114735	HEMK1	amygdala	9.9	Brain	Brain
ENSG00000114738	MAPKAPK3	amygdala	14.3	Brain	Brain
ENSG00000114742	WDR48	amygdala	6	Brain	Brain
ENSG00000114744	COMMD2	amygdala	7	Brain	Brain
ENSG00000114745	GORASP1	amygdala	14.2	Brain	Brain
ENSG00000114757	PEX5L	amygdala	14.3	Brain	Brain
ENSG00000114767	RRP9	amygdala	9.7	Brain	Brain
ENSG00000114770	ABCC5	amygdala	23.3	Brain	Brain
